0.095289227,0.564882601
0.911335495,0.498137634
0.578003461,0.051235407
0.478771343,0.704846138
0.159672761,0.187806431
0.82610825,0.293189074
0.242243819,0.932835971
0.258109718,0.17506564
0.957818559,0.504215181
0.660549146,0.063774581
0.989576927,0.117396887
0.930113045,0.16282272
0.763775898,0.323918384
0.595468396,0.162233774
0.733640802,0.902063797
0.196454829,0.13481784
0.362732627,0.472954569
0.186829557,0.105092362
0.686305939,0.233199283
0.508943909,0.704925476
0.7300689,0.623876155
0.326393307,0.428792268
0.909451346,0.341923673
0.551961031,0.366984538
0.736458866,0.552386054
0.150794898,0.428425127
0.830694122,0.751770008
0.344222799,0.25646188
0.575958984,0.011837743
0.976936588,0.22426117
0.605874951,0.969983866
0.940133334,0.700795479
0.978718404,0.961552831
0.497722706,0.164139553
0.448012322,0.631763895
0.233101447,0.563246036
0.560727173,0.326569494
